,index_x,Final_Tags
23,"giving thanks to the Father, who has qualified us to share in the inheritance of the saints in Light.",COL-4-12
25,"For He rescued us from the domain of darkness, and transferred us to the kingdom of His beloved Son,",COL-4-13
27,"in whom we have redemption, the forgiveness of sins.",COL-4-14
29,"He is the image of the invisible God, the firstborn of all creation.",COL-4-15
31,"For by Him all things were created, both in the heavens and on earth, visible and invisible, whether thrones or dominions or rulers or authorities--all things have been created through Him and for Him.",COL-4-16
33,"He is before all things, and in Him all things hold together.",COL-4-17
35,"He is also head of the body, the church; and He is the beginning, the firstborn from the dead, so that He Himself will come to have first place in everything.",COL-4-18
37,"For it was the Father's good pleasure for all the fullness to dwell in Him,",COL-4-19
39,"and through Him to reconcile all things to Himself, having made peace through the blood of His cross; through Him, I say, whether things on earth or things in heaven.",COL-4-20
41,"And although you were formerly alienated and hostile in mind, engaged in evil deeds,",COL-4-21
43,"yet He has now reconciled you in His fleshly body through death, in order to present you before Him holy and blameless and beyond reproach--",COL-4-22
45,"if indeed you continue in the faith firmly established and steadfast, and not moved away from the hope of the gospel that you have heard, which was proclaimed in all creation under heaven, and of which I, Paul, was made a minister.",COL-4-23
47,"Now I rejoice in my sufferings for your sake, and in my flesh I do my share on behalf of His body, which is the church, in filling up what is lacking in Christ's afflictions.",COL-4-24
49,"Of this church I was made a minister according to the stewardship from God bestowed on me for your benefit, so that I might fully carry out the preaching of the word of God,",COL-4-25
51,"that is, the mystery which has been hidden from the past ages and generations, but has now been manifested to His saints,",COL-4-26
53,"to whom God willed to make known what is the riches of the glory of this mystery among the Gentiles, which is Christ in you, the hope of glory.",COL-4-27
55,"We proclaim Him, admonishing every man and teaching every man with all wisdom, so that we may present every man complete in Christ.",COL-4-28
57,"For this purpose also I labor, striving according to His power, which mightily works within me.Copyrighted Material",COL-4-29
1,"For you yourselves know, brethren, that our coming to you was not in vain,",1TH-1-1
3,"but after we had already suffered and been mistreated in Philippi, as you know, we had the boldness in our God to speak to you the gospel of God amid much opposition.",1TH-1-2
5,For our exhortation does not come from error or impurity or by way of deceit;,1TH-1-3
7,"but just as we have been approved by God to be entrusted with the gospel, so we speak, not as pleasing men, but God who examines our hearts.",1TH-1-4
9,"For we never came with flattering speech, as you know, nor with a pretext for greed--God is witness--",1TH-1-5
11,"nor did we seek glory from men, either from you or from others, even though as apostles of Christ we might have asserted our authority.",1TH-1-6
13,"But we proved to be gentle among you, as a nursing mother tenderly cares for her own children.",1TH-1-7
15,"Having so fond an affection for you, we were well-pleased to impart to you not only the gospel of God but also our own lives, because you had become very dear to us.",1TH-1-8
17,"For you recall, brethren, our labor and hardship, how working night and day so as not to be a burden to any of you, we proclaimed to you the gospel of God.",1TH-1-9
19,"You are witnesses, and so is God, how devoutly and uprightly and blamelessly we behaved toward you believers;",1TH-1-10
21,"just as you know how we were exhorting and encouraging and imploring each one of you as a father would his own children,",1TH-1-11
23,so that you would walk in a manner worthy of the God who calls you into His own kingdom and glory.,1TH-1-12
25,"For this reason we also constantly thank God that when you received the word of God which you heard from us, you accepted it not as the word of men, but for what it really is, the word of God, which also performs its work in you who believe.",1TH-1-13
27,"For you, brethren, became imitators of the churches of God in Christ Jesus that are in Judea, for you also endured the same sufferings at the hands of your own countrymen, even as they did from the Jews,",1TH-1-14
29,"who both killed the Lord Jesus and the prophets, and drove us out. They are not pleasing to God, but hostile to all men,",1TH-1-15
31,hindering us from speaking to the Gentiles so that they may be saved; with the result that they always fill up the measure of their sins. But wrath has come upon them to the utmost.,1TH-1-16
33,"But we, brethren, having been taken away from you for a short while--in person, not in spirit--were all the more eager with great desire to see your face.",1TH-1-17
35,"For we wanted to come to you--I, Paul, more than once--and yet Satan hindered us.",1TH-1-18
37,"For who is our hope or joy or crown of exultation? Is it not even you, in the presence of our Lord Jesus at His coming?",1TH-1-19
39,For you are our glory and joy.Copyrighted Material,1TH-1-20
1,"Therefore when we could endure it no longer, we thought it best to be left behind at Athens alone,",1TH-2-1
3,"and we sent Timothy, our brother and God's fellow worker in the gospel of Christ, to strengthen and encourage you as to your faith,",1TH-2-2
5,so that no one would be disturbed by these afflictions; for you yourselves know that we have been destined for this.,1TH-2-3
7,"For indeed when we were with you, we kept telling you in advance that we were going to suffer affliction; and so it came to pass, as you know.",1TH-2-4
9,"For this reason, when I could endure it no longer, I also sent to find out about your faith, for fear that the tempter might have tempted you, and our labor would be in vain.",1TH-2-5
11,"But now that Timothy has come to us from you, and has brought us good news of your faith and love, and that you always think kindly of us, longing to see us just as we also long to see you,",1TH-2-6
13,"for this reason, brethren, in all our distress and affliction we were comforted about you through your faith;",1TH-2-7
15,"for now we really live, if you stand firm in the Lord.",1TH-2-8
17,"For what thanks can we render to God for you in return for all the joy with which we rejoice before our God on your account,",1TH-2-9
19,"as we night and day keep praying most earnestly that we may see your face, and may complete what is lacking in your faith?",1TH-2-10
21,Now may our God and Father Himself and Jesus our Lord direct our way to you;,1TH-2-11
23,"and may the Lord cause you to increase and abound in love for one another, and for all people, just as we also do for you;",1TH-2-12
25,so that He may establish your hearts without blame in holiness before our God and Father at the coming of our Lord Jesus with all His saints.Copyrighted Material,1TH-2-13
1,"Finally then, brethren, we request and exhort you in the Lord Jesus, that as you received from us instruction as to how you ought to walk and please God (just as you actually do walk), that you excel still more.",1TH-3-1
3,For you know what commandments we gave you by the authority of the Lord Jesus.,1TH-3-2
5,"For this is the will of God, your sanctification; that is, that you abstain from sexual immorality;",1TH-3-3
